variable,label,unique_values,variable_type
f1b2,Is respondent married to baby's mother?,3,categorical
f1b3,What describes your current relationship with (baby's mother)?,8,categorical
f1b4a,"Why did romantic rel end with BM, Financial Reasons(Don't have work,money)?",7,categorical
f1b4b,"Why did romantic rel end with BM, Distance (Don't live in same town)?",7,categorical
f1b4c,"Why did romantic rel end with BM, Incarceration ?",7,categorical
f1b4d,"Why did romantic rel end with BM, Relationship Reasons ?",7,categorical
f1b4e,"Why did romantic rel end with BM, Drug problem ?",7,categorical
f1b4f,"Why did romantic rel end with BM, Violence, Abuse ?",7,categorical
f1b4g,"Why did romantic rel end with BM, Other?",7,categorical
f1b5a,"Last mo did you and BM, visited with friends?",6,categorical
f1b5b,"Last mo did you and BM, went out to a movie, sporting event, etc,?",6,categorical
f1b5c,"Last mo did you and BM, ate out in a restaurant?",6,categorical
f1b5d,"Last mo did you and BM, helped each other solve a problem?",6,categorical
f1b6a,"When last tgthr, how often did you disagree about money?",8,categorical
f1b6b,"When last tgthr, how often did you disagree about spending time?",8,categorical
f1b6c,"When last tgthr, how often did you disagree about sex?",8,categorical
f1b6d,"When last tgthr, how often did you disagree about the pregnancy?",8,categorical
f1b6e,"When last tgthr, how often did you disagree about drink/alcohol use?",8,categorical
f1b6f,"When last tgthr, how often did you disagree about being faithful?",8,categorical
f1b7a,How often was BM fair & willing to compromise?,1,categorical
f1b7b,How often did BM hit or slap you when angry?,1,categorical
f1b7c,How often did BM express affection/love for you?,1,categorical
f1b7d,How often did BM insult/criticize you or ideas?,1,categorical
f1b7e,How often did BM encourage/help you do things?,1,categorical
f1b8,Are you and BM living together now?,5,categorical
f1b9,Do you and BM have plans to live together or marry in the future?,7,categorical
f1b9a1,"Reasons no plan to live tgthr, No need to marry?",6,categorical
f1b9a2,"Reasons no plan to live tgthr, Timing problem?",6,categorical
f1b9a3,"Reasons no plan to live tgthr, Financial Reasons?",6,categorical
f1b9a4,"Reasons no plan to live tgthr, Distance?",6,categorical
f1b9a5,"Reasons no plan to live tgthr, Incarceration?",6,categorical
f1b9a6,"Reasons no plan to live tgthr, Housing reasons?",6,categorical
f1b9a7,"Reasons no plan to live tgthr, Relationship reasons?",6,categorical
f1b9a8,"Reasons no plan to live tgthr, Drug problem?",6,categorical
f1b9a9,"Reasons no plan to live tgthr, Violence, abuse?",6,categorical
f1b9a10,"Reasons no plan to live tgthr, Haven't talked about it?",6,categorical
f1b9a11,"Reasons no plan to live tgthr, Other specify?",6,unknown
f1b9b1,"Reasons aren't living tgthr, No need to marry?",6,categorical
f1b9b2,"Reasons aren't living tgthr, Timing problem?",6,categorical
f1b9b3,"Reasons aren't living tgthr, Financial Reasons?",6,categorical
f1b9b4,"Reasons aren't living tgthr, Distance?",6,categorical
f1b9b5,"Reasons aren't living tgthr, Incarceration?",6,categorical
f1b9b6,"Reasons aren't living tgthr, Housing reasons?",6,categorical
f1b9b7,"Reasons aren't living tgthr, Relationship reasons?",6,categorical
f1b9b8,"Reasons aren't living tgthr, Drug problem?",6,categorical
f1b9b9,"Reasons aren't living tgthr, Violence, abuse?",6,categorical
f1b9b10,"Reasons aren't living tgthr, Haven't talked about it?",6,categorical
f1b9b11,"Reasons aren't living tgthr, Other specify?",8,categorical
f1b10,Do you & BM have plans to marry in the future?,6,categorical
f1b10a1,"Reasons no plan to marry, No need to marry?",6,categorical
f1b10a2,"Reasons no plan to marry, Timing problem?",6,categorical
f1b10a3,"Reasons no plan to marry, Financial reasons?",6,categorical
f1b10a4,"Reasons no plan to marry, Distance?",6,categorical
f1b10a5,"Reasons no plan to marry, Incarceration?",6,categorical
f1b10a6,"Reasons no plan to marry, Housing reasons?",6,categorical
f1b10a7,"Reasons no plan to marry, Relationship reasons?",6,categorical
f1b10a8,"Reasons no plan to marry, Drug problem?",5,categorical
f1b10a9,"Reasons no plan to marry, Violence, abuse?",5,categorical
f1b10a10,"Reasons no plan to marry, Haven't talked about it?",6,categorical
f1b10a11,"Reasons no plan to marry, Other specify?",6,categorical
f1b10b1,"Reasons aren't married now, No need to marry?",7,categorical
f1b10b2,"Reasons aren't married now, Timing problem?",7,categorical
f1b10b3,"Reasons aren't married now, Financial Reasons?",7,categorical
f1b10b4,"Reasons aren't married now, Distance?",7,categorical
f1b10b5,"Reasons aren't married now, Incarceration?",7,categorical
f1b10b6,"Reasons aren't married now, Housing reasons?",7,categorical
f1b10b7,"Reasons aren't married now, Relationship reasons?",7,categorical
f1b10b8,"Reasons aren't married now, Drug problem?",7,categorical
f1b10b9,"Reasons aren't married now, Violence, abuse?",7,categorical
f1b10b10,"Reasons aren't married now, Haven't talked about it?",7,categorical
f1b10b11,"Reasons aren't married now, Other specify?",8,unknown
f1b11a,"In last mo, you and BM visited with friends?",6,categorical
f1b11b,"In last mo, you and BM went out to movies, sporting event, etc?",7,categorical
f1b11c,"In last mo, you and BM ate out in a restaurant?",7,categorical
f1b11d,"In last mo, you and BM helped each other solve a problem?",7,categorical
f1b12a,"In last mo how often, disagree about money?",8,categorical
f1b12b,"In last mo how often, disagree about spending time together?",8,categorical
f1b12c,"In last mo how often, disagree about sex?",9,categorical
f1b12d,"In last mo how often, disagree about the pregnancy?",8,categorical
f1b12e,"In last mo how often, disagree about drinking/drug use?",8,categorical
f1b12f,"In last mo how often, disagree about being faithful?",9,categorical
f1b13a,How often is BM fair & willing to compromise?,1,categorical
f1b13b,How often does BM hit/slap you when angry?,1,categorical
f1b13c,How often does BM express affection/love for you?,1,categorical
f1b13d,How often does BM insult/criticize you?,1,categorical
f1b13e,How often does BM encourage or help you do things?,1,categorical
f1b14,What do you think the chances you will marry BM in the future?,10,categorical
f1b14a,What do you think the chances are that you will ever marry someone?,10,categorical
f1b15a,"How life diff if married BM, Financial security?",9,categorical
f1b15b,"How life diff if married BM, happiness?",10,categorical
f1b15c,"How life diff if married BM, freedom to do?",10,categorical
f1b15d,"How life diff if married BM, control over money?",9,categorical
f1b15e,"How life diff if married BM, your sex life?",10,categorical
f1b15f,"How life diff if married BM, relations w/parents?",10,categorical
f1b16,"During BM preg, did you give her money or buy things for the baby/ies?",5,categorical
f1b17,"Did you help in other ways, like providing transportation / doing chores?",6,categorical
f1b18,Do you want to be involved in raising your child(ren) in up coming years?,6,categorical
f1b19,Does BM want you to be involved in raising the child(ren) in the coming years?,7,categorical
f1b20,Int chk: Are BM & BF living together?,5,categorical
f1b21,Have you told BM you will provide fin support for B during the coming year?,6,categorical
f1b21a,About how much money/month did you say you would provide?,45,continuous
f1b22a,"In last mo, you and BM visited with friends?",5,categorical
f1b22b,"In last mo, you and BM went out to a movie, sporting event, etc?",5,categorical
f1b22c,"In last mo, you and BM ate out in a restaurant?",5,categorical
f1b22d,"In last mo, you and BM helped wach other solve a problem?",6,categorical
f1b23a,"In last mo, how often did you disagree about money?",7,categorical
f1b23b,"In last mo, how often did you disagree about spending time together?",7,categorical
f1b23c,"In last mo, how often did you disagree about sex?",8,categorical
f1b23d,"In last mo, how often did you disagree about the pregnancy?",7,categorical
f1b23e,"In last mo, how often did you disagree about drinking/drug use?",7,categorical
f1b23f,"In last mo, how often did you disagree about being faithful?",7,categorical
f1b24a,How would your life be different if NOT married to BM? Financial security?,9,categorical
f1b24b,"How life diff if NOT married BM, Overall happiness?",9,categorical
f1b24c,"How life diff if NOT married BM, Freedom to do?",9,categorical
f1b24d,"How life diff if NOT married BM, Control over money?",9,categorical
f1b24e,"How life diff if NOT married BM, Your sex life?",10,categorical
f1b24f,"How life diff if NOT married BM, Relations w/parents?",10,categorical
f1b25a,How often is BM fair & willing to compromise?,1,categorical
f1b25b,How often does BM hit/slap you when angry?,1,categorical
f1b25c,How often does BM express affection/love for you?,1,categorical
f1b25d,How often does BM insult/criticize you?,1,categorical
f1b25e,How often does BM encourage or help you do things?,1,categorical
f1b26,"After you found out she was preg., your rel. with BM got better, worse, same?",7,categorical
f1b27,"When you found out BM was preg., did you think about her having an abortion?",6,categorical
f1b28,Did you suggest that she have an abortion?,6,categorical
cf1marm,Constructed - Is father married to baby's mother?,3,categorical
cf1cohm,Constructed - Is father cohabiting with baby's mother - not including marrieds?,3,categorical
f1c1a,"Being father is one of the most fulfilling experiences for a man, Agre/Disag?",7,categorical
f1c1b,"I want people to know I have a new child, Agre/Disag?",8,categorical
f1c1c,"Not being a part of child's life would be one of the worst things, Agre/Disag?",7,categorical
f1c2a,How imp is it to provide regular financial support to children?,7,categorical
f1c2b,How imp is it to teach B about life?,7,categorical
f1c2c,How imp is it to provide direct care to B?,6,categorical
f1c2d,How imp is it to show love and affection to the child?,6,categorical
f1c2e,How imp is it to provide protection for child?,6,categorical
f1c2f,How imp is it to serve as authority figure and discipline the child?,6,categorical
f1c3,Which of the above (Q. f1c2a-f1c2f) is the most important?,10,categorical
f1c3a,Which of the above (Q. f1c2a-f1c2f) is the least important?,10,categorical
f1c4a,"If BF provides fin. supp,should he have right to see the child regularly?",6,categorical
f1c4b,"If BF provides fin. supp, should he have right to make decisions about child?",6,categorical
f1c5a,"If BF can afford fin. supp but doesn't, should he have the right to see child?",6,categorical
f1c5b,"If BF can afford fin. supp but doesn't, should he have right to make decisions?",6,categorical
f1c6a,"If BF cannot afford fin. supp, should he have right to see the child regularly?",6,categorical
f1c6b,"If BF cannot afford fin. supp, should he have right to make decisions about B?",6,categorical
f1c7,"If BM has new partner, should BF be required to provide fin. Supp. to B?",6,categorical
f1c8,If BF has new B w/other partner should he provide fin supp to previous children?,6,categorical
f1d1a,The main advantage of marriage is financial security?,7,categorical
f1d1b,There are more advantages to being single than to being married?,7,categorical
f1d1c,Single M can bring up a child as well as married couple?,8,categorical
f1d1d,It is better for a couple to get married than just live together?,8,categorical
f1d1e,It is better for children if their parents are married?,7,categorical
f1d1f,Living together is just the same as being married?,8,categorical
f1d2a,"How imp for successful marriage, have same friends?",6,categorical
f1d2b,"How imp for successful marriage, husband has steady job?",6,categorical
f1d2c,"How imp for successful marriage, wife has steady job?",6,categorical
f1d2d,"How imp for successful marriage, both same race/ethnic?",6,categorical
f1d2e,"How imp for successful marriage, good sex?",7,categorical
